Date;Experiment;Phase;pH;Conductivity;Temperature;DO;BiogasM;BiogasCum;CH4;CO2;CH4/CO2 ratio;total;O2;Experimental Comments
2004-09-01;Column 1;1;5.67;21;17;4.1;;23;;;;0;;
2004-09-06;Column 1;1;6.12;24.4;21.2;1.2;126628;138;;;;0;;
2004-09-07;Column 1;1;6.1;25.5;20;1.2;126789;161;;;;0;;
2004-09-08;Column 1;1;6.09;25.2;16.6;1.3;126856.95;228.95;;;;0;;
2004-09-10;Column 1;1;6.04;22.1;16;1.2;126985.78;357.78;5.43;94.57;0.06;100;; 
2004-09-13;Column 1;1;5.99;22.6;16.9;1.2;127137.68;509.68;19.75;80.25;0.25;100;;
2004-09-14;Column 1;1;5.96;21.4;15.4;1.6;127140.79;512.79;22.51;77.49;0.29;100;;
2004-09-15;Column 1;1;6.05;21.2;14.7;1.5;127146.08;518.08;18.9;81.1;0.23;100;;
2004-09-17;Column 1;1;5.89;21;14.3;1.7;127148;520;11.98;88.02;0.14;100;;
2004-09-20;Column 1;1;5.86;21.5;15.5;1.5;127222.46;594.46;3.36;96.64;0.03;100;;
2004-09-23;Column 1;1;5.78;20.3;14.7;1.5;127259.49;631.49;6.75;93.25;0.07;100;;
2004-09-27;Column 1;1;5.87;24.2;15.2;1.3;127288.5;660.5;6.89;93.11;0.07;100;;
2004-09-29;Column 1;1;5.95;28.8;15.8;1;127333.02;705.02;11.23;88.77;0.13;100;;
2004-10-01;Column 1;1;5.93;28.9;15.3;1.1;127416.75;788.75;22.69;77.31;0.29;100;;
2004-10-04;Column 1;1;5.93;29.7;15.5;0.9;127612.05;984.05;11.78;88.22;0.13;100;;
2004-10-06;Column 1;1;5.93;29.8;13.2;0.8;127696.99;1068.99;15.3;84.7;0.18;100;;
2004-10-08;Column 1;1;5.96;29.5;13.5;0.8;127773.72;1145.72;18.64;81.36;0.23;100;;
2004-10-13;Column 1;1;5.91;30.1;12.2;0.8;127967.47;1339.47;14.35;85.65;0.17;100;;
2004-10-15;Column 1;1;5.93;30.3;12;0.7;128019.96;1391.96;9.53;90.47;0.11;100;;
2004-10-18;Column 1;1;5.88;29.9;11.4;0.6;128090.78;1462.78;15.53;84.47;0.18;100;;
2004-10-21;Column 1;1;5.81;30.6;14.5;0.8;128201.74;1573.74;10.81;89.19;0.12;100;;
2004-10-25;Column 1;1;5.85;30.9;15.7;0.8;128358.18;1730.18;15.98;84.02;0.19;100;;
2004-10-27;Column 1;1;5.86;30.1;13.1;0.8;128395.08;1767.08;13.55;86.45;0.16;100;;
2004-10-29;Column 1;1;5.82;30.2;13.6;0.8;128395.08;1767.08;;;;0;;
2004-11-01;Column 1;1;5.98;30.4;11.4;0.5;128402.51;1767.08;;;;0;;
2004-11-03;Column 1;1;5.86;30.7;11.6;0.4;128414.21;1778.78;18.12;81.88;0.22;100;;
2004-11-05;Column 1;1;5.85;30.8;11.9;0.7;128452.23;1816.8;34.19;65.81;0.52;100;;
2004-11-08;Column 1;1;5.9;31.1;11.5;0.6;128509.39;1873.96;16.62;83.38;0.2;100;;
2004-11-10;Column 1;1;5.82;31.3;8.8;0.6;128539.37;1903.94;16.68;83.32;0.2;100;;
2004-11-12;Column 1;1;5.85;31.2;8.8;0.6;128565.48;1930.05;28.72;71.28;0.4;100;;
2004-11-16;Column 1;1;5.85;31.2;9.7;0.6;128627.89;1992.46;29.64;70.36;0.42;100;;
2004-11-18;Column 1;1;5.64;24.5;12.4;0.6;128661.53;2026.1;29.73;70.27;0.42;100;;
2004-11-22;Column 1;1;5.61;23.3;10.6;0.6;128691.4;2055.97;30.13;69.87;0.43;100;;
2004-11-26;Column 1;1;5.64;20.1;5.8;0.8;128733.43;2098;28.55;71.45;0.4;100;;
2004-11-29;Column 1;1;5.6;22.8;10.4;0.7;128754.82;2119.39;30.39;69.61;0.44;100;;
2004-11-30;Column 1;1;5.58;22.6;10.7;0.7;128762.5;2127.07;65.1;34.9;1.87;100;;
2004-12-02;Column 1;1;5.72;32.2;8.6;0.6;128773.45;2138.02;58.9;41.1;1.43;100;;
2004-12-03;Column 1;1;5.71;31.1;9.2;0.8;128779.4;2143.97;67.23;32.77;2.05;100;;
2004-12-07;Column 1;1;5.69;30.8;9.9;0.8;128809.83;2174.4;42.72;57.28;0.75;100;;
2004-12-10;Column 1;1;5.83;30.8;6.8;0.8;128820.65;2185.22;46.21;53.79;0.86;100;;
2004-12-13;Column 1;1;5.75;30.8;6;0.7;128838.03;2202.6;37.4;62.6;0.6;100;;
2004-12-15;Column 1;1;5.77;30.8;6;0.7;128856.32;2220.89;46.47;53.53;0.87;100;;
2004-12-17;Column 1;1;5.83;30.2;9.9;0.5;128873.34;2237.91;76.38;23.62;3.23;100;;
2004-12-20;Column 1;1;5.79;18.25;5.7;0.5;128900.93;2265.5;29;71;0.41;100;;
2004-12-22;Column 1;1;4.24;14.22;5.5;0.5;128915.1;2279.67;49.4;50.6;0.98;100;;
2005-01-03;Column 1;1;5.89;22.3;8.9;0.5;129018.52;2383.09;13.54;86.46;0.16;100;;
2005-01-05;Column 1;1;5.61;14.64;7;0.5;129026.93;2391.5;47.56;52.44;0.91;100;;
2005-01-06;Column 1;1;5.77;16.81;9.5;0.5;129032.27;2396.84;31.84;68.16;0.47;100;;
2005-01-10;Column 1;1;5.73;20.06;11.8;0.4;129075.79;2440.36;43.66;56.34;0.77;100;;
2005-01-12;Column 1;1;5.78;19.24;11.4;0.4;129109.48;2474.05;41.56;58.44;0.71;100;;
2005-01-14;Column 1;1;5.72;14.5;9;0.4;129118.95;2483.52;49.63;50.37;0.99;100;;
2005-01-17;Column 1;1;5.23;13;8;0.4;129129.41;2493.98;47.8;52.2;0.92;100;;
2005-01-19;Column 1;1;5.79;25.6;8.3;0.7;129132.5;2497.07;48.54;51.46;0.94;100;;
2005-01-21;Column 1;1;5.72;20.8;9;0.6;129148.57;2513.14;62.23;37.77;1.65;100;;
2005-01-26;Column 1;1;5.75;10.77;2.8;0.4;129149;2513.57;53.49;46.51;1.15;100;;
2005-01-28;Column 1;1;5.75;20.3;6.5;0.6;129186.34;2550.91;26.78;73.22;0.37;100;;
2005-02-02;Column 1;1;5.84;10.79;9;0.6;129227;2591.57;61.49;38.51;1.6;100;;
2005-02-04;Column 1;1;5.76;9.96;6.7;0.4;129252.06;2616.63;51.88;48.12;1.08;100;;
2005-02-07;Column 1;1;5.84;8.02;3.3;0.4;129294.02;2658.59;35.75;64.25;0.56;100;;
2005-02-09;Column 1;1;5.8;23.1;5.9;0.4;129316.65;2681.22;66.28;33.72;1.97;100;;
2005-02-11;Column 1;1;5.76;24.3;8.9;0.5;129345.9;2710.47;51.28;48.72;1.05;100;;
2005-02-14;Column 1;1;5.79;11.46;6.1;0.4;129395.92;2760.49;49.98;50.02;1;100;;
2005-02-16;Column 1;1;5.78;13.03;4;0.5;129424.15;2788.72;35.42;64.58;0.55;100;;
2005-02-18;Column 1;1;5.87;13.55;4.4;0.3;129438.75;2803.32;68.49;31.51;2.17;100;;
2005-02-21;Column 1;1;5.82;9.5;4.5;0.5;129480.02;2844.59;24.23;75.77;0.32;100;;
2005-02-23;Column 1;1;5.9;20.5;3.8;0.3;129514.71;2879.28;49.01;50.99;0.96;100;;
2005-02-25;Column 1;1;5.85;18.85;3;0.3;129552.28;2916.85;53.23;46.77;1.14;100;;
2005-02-28;Column 1;1;5.85;10.87;1.2;0.2;129590.93;2955.5;25.87;74.13;0.35;100;;
2005-03-02;Column 1;1;5.85;10.87;2;0.3;129661.11;3025.68;28.5;71.5;0.4;100;;
2005-03-07;Column 1;1;5.85;29.5;4.8;0.2;129758.03;3122.6;61.91;38.09;1.63;100;;
2005-03-09;Column 1;1;5.68;22.8;6.5;0.3;129766;3130.57;60;40;1.5;100;;
2005-03-11;Column 1;1;5.85;30.2;7;0.3;129896.9;3261.47;60;40;1.5;100;;
2005-03-14;Column 1;1;5.78;13.47;7;0.3;130064.7;3429.27;60;40;1.5;100;;
2005-03-16;Column 1;1;6.05;22.6;10.7;0.3;130186.4;3550.97;51;49;1.04;100;;
2005-03-18;Column 1;1;5.78;14.4;10.8;0.3;130278.2;3642.77;53;47;1.13;100;;
2005-03-23;Column 1;1;5.75;14.17;13.2;0.2;130663.7;4028.27;52;48;1.08;100;;
2005-03-30;Column 1;1;5.79;14.37;13;0.3;131787.5;5152.07;56;44;1.27;100;;
2005-04-01;Column 1;1;5.83;20.5;14;0.3;132085.23;5449.8;57;43;1.33;100;;
2005-04-04;Column 1;1;5.82;18.32;16;0.3;132503.4;5867.97;56;49;;105;;
2005-04-06;Column 1;1;5.97;19.27;12.2;0.3;132938.85;6303.42;56;49;;105;;
2005-04-08;Column 1;1;5.96;10.4;11.5;0.3;133216.95;6581.52;57;49;;106;;
2005-04-11;Column 1;1;5.98;13.96;11;0.3;133698.3;7062.87;54;48;1.13;102;;
2005-04-15;Column 1;1;5.98;11.98;13.4;0.3;134178.33;7542.9;56;49;;105;;
2005-04-18;Column 1;1;6;12.72;12.6;0.3;134560.53;7925.1;58;49;;107;;
2005-04-25;Column 1;1;6.02;12.9;15.1;0.3;135687.33;9051.9;59;41;1.44;100;;
2005-04-29;Column 1;1;6.02;12.9;15.1;0.3;136077.43;9442;;;;0;;
2005-05-02;Column 1;1;6.05;31.1;19.5;0.3;136619.15;9983.72;;;;0;;
2005-05-05;Column 1;1;6.03;31.1;13;0.3;136877.34;10241.91;;;;0;;
2005-05-06;Column 1;1;6.12;;12.5;0.3;136946.7;10311.27;;;;0;;
2005-05-07;Column 1;1;6.09;32.2;13.5;0.3;137006.32;10370.89;;;;0;;
2005-05-09;Column 1;1;6.11;30.5;11.8;0.3;137088.31;10452.88;;;;0;;
2005-05-11;Column 1;1;6.21;31.1;11.7;0.3;137181.9;10546.47;;;;0;;
2005-05-17;Column 1;1;6.06;32.1;14.2;0.3;137394.64;10759.21;;;;0;;
2005-05-20;Column 1;1;6.09;32.1;16;0.3;137485.9;10850.47;;;;0;;
2005-05-23;Column 1;1;6.08;32.1;17.6;0.3;137562.31;10926.88;;;;0;;
2005-05-25;Column 1;1;6.08;32.3;18.5;0.3;137662.28;11026.85;;;;0;;
2005-05-30;Column 1;1;6.2;32.5;15.8;0.3;137940;11304.57;;;;0;;
2005-06-01;Column 1;1;6.3;33;14.7;0.3;138032.47;11397.04;;;;0;;
2005-06-03;Column 1;1;;;18;0.3;138173.2;11537.77;;;;0;;
2005-06-06;Column 1;1;6.28;33.4;15.9;0.3;138438.32;11802.89;;;;0;;
2005-06-08;Column 1;1;;;;;138580.03;11944.6;;;;0;;
2005-06-13;Column 1;1;;;;;138984.02;12348.59;;;;0;;
2005-06-15;Column 1;1;6.3;33.3;16.5;0.3;139100.07;12464.64;;;;0;;
2005-06-17;Column 1;1;6.22;33.3;19.5;0.3;139282.3;12646.87;;;;0;;
2005-06-21;Column 1;1;5.59;32.8;22.6;0.3;139756.61;13121.18;;;;0;;
2005-06-22;Column 1;1;5.34;32.9;21.8;0.3;139893.37;13257.94;;;;0;;
2005-06-24;Column 1;1;5.74;32.8;24.8;0.3;140207.02;13571.59;;;;0;;
2005-06-27;Column 1;1;5.9;32.7;20.1;0.3;140666.32;14030.89;;;;0;;
2005-06-29;Column 1;1;5.63;32.1;21;0.3;140954.44;14319.01;;;;0;;
2005-07-01;Column 1;1;5.71;32.8;19.3;0.3;141246.85;14611.42;;;;0;;
2005-07-04;Column 1;1;6.48;33.1;20;0.3;141644.33;15008.9;;;;0;;
2005-07-06;Column 1;1;6.46;33.3;18;0.3;141832.78;15197.35;;;;0;;
2005-07-08;Column 1;1;6.48;33.1;18.2;0.3;142037.39;15401.96;;;;0;;
2005-07-11;Column 1;1;6.43;32.8;21.4;0.3;142353.3;15717.87;;;;0;;
2005-07-13;Column 1;1;6.48;33.1;20.4;0.3;142604.3;15968.87;;;;0;;
2005-07-15;Column 1;1;6.49;33.2;22.7;0.3;142886.27;16250.84;;;;0;;
2005-07-18;Column 1;1;6.51;33.1;21.4;0.3;143303.02;16667.59;69.1;30.9;2.24;100;;gas sample to Prof Pruvaja
2005-07-20;Column 1;1;6.47;33.2;20.1;0.3;143570;16934.57;72;28;2.57;100;;gas sample to Prof Pruvaja
2005-07-22;Column 1;1;6.45;33.1;17.8;0.3;143807.54;17172.11;74;25;2.96;99;;gas sample to Prof Pruvaja
2005-07-25;Column 1;1;6.45;33.1;18.9;0.3;144133.9;17498.47;;;;0;;
2005-07-28;Column 1;1;6.56;32.5;19.7;0.3;144461.98;17826.55;;;;0;;
2005-08-01;Column 1;1;6.53;32.1;17.5;0.3;144970.6;18335.17;69;31;2.23;100;;gas sample to Prof Pruvaja
2005-08-03;Column 1;1;6.41;32.3;18.7;0.3;145221.8;18586.37;;;;0;;
2005-08-08;Column 1;1;6.45;31.5;16.6;0.2;145843.2;19207.77;64;36;1.78;100;;gas sample to Prof Pruvaja
2005-08-10;Column 1;1;6.47;31.2;16.5;0.2;146090.34;19454.91;;;;0;;
2005-08-12;Column 1;1;6.45;31.3;18.2;0.2;146356.82;19721.39;;;;0;;
2005-08-15;Column 1;1;6.43;31.7;17;0.2;146742.1;20106.67;70;23;;93;;gas sample to Prof Pruvaja
2005-08-17;Column 1;1;6.45;31.6;17.2;0.2;147017.25;20381.82;;;;0;;
2005-08-22;Column 1;1;6.53;30.9;19;0.2;147852.42;21216.99;;;;0;;
2005-08-26;Column 1;1;6.7;30.5;17.2;0.2;148734.09;22098.66;;;;0;;
2005-08-29;Column 1;1;6.68;30.7;18.5;0.2;149449.02;22813.59;;;;0;;
2005-09-01;Column 1;1;7.15;22.3;23.1;0.2;150500.92;23865.49;;;;0;;
2005-09-08;Column 1;1;7;26.3;18.3;0.2;152575.63;25940.2;;;;0;;
2005-09-12;Column 1;1;6.7;30.7;19.8;0.2;153762.3;27126.87;;;;0;;
2005-09-14;Column 1;1;6.7;30.4;19.2;0.2;154471;27835.57;;;;0;;
2005-09-21;Column 1;1;6.52;30.7;15.4;0.2;156498.65;29863.22;;;;0;;
2005-09-28;Column 1;1;;;16.5;0.2;158351.55;31716.12;;;;0;;
2005-10-10;Column 1;1;;;16;0.2;160763;34127.57;;;;0;;
2005-10-20;Column 1;1;;;;0.2;162343.04;35707.61;;;;0;;
2005-10-31;Column 1;1;7.3;26.3;17.3;0.2;163306.32;36670.89;;;;0;;
2005-11-02;Column 1;1;7.3;26;13.8;0.2;163503.7;36868.27;;;;0;;
2005-11-08;Column 1;1;7.32;25.5;12.7;0.2;163914.35;37278.92;;;;0;;
2005-11-10;Column 1;1;7.43;25.5;11.3;0.2;164016.43;37381;;;;0;;
2005-11-14;Column 1;1;7.47;24.3;8.3;0.2;164242.45;37607.02;;;;0;;
2005-11-16;Column 1;1;7.48;24.9;9.5;0.2;164409.9;37774.47;;;;0;;
2005-11-18;Column 1;1;7.52;25;8.5;0.2;164510.58;37875.15;;;;0;;
2005-11-22;Column 1;1;7.53;24.5;7.1;0.2;164550.2;37914.77;60;40;1.5;100;;* gas sample for CH4
2005-11-24;Column 1;1;7.6;24.2;6.3;0.2;164756.65;38121.22;;;;0;;
2005-11-28;Column 1;1;7.58;24.2;5;0.2;164988.66;38353.23;;;;0;;
2005-11-30;Column 1;1;7.58;24.2;6.6;0.2;165073.48;38438.05;55;45;1.22;100;;* gas samples for CH4
2005-12-05;Column 1;1;7.34;23.8;9.9;0.2;165082;38446.57;;;;0;;
2005-12-07;Column 1;1;7.31;23.7;8.8;0.2;165165.5;38530.07;;;;0;;
2005-12-12;Column 1;1;7.34;23.7;8.2;0.2;165369;38733.57;;;;0;;
2005-12-19;Column 1;1;7.32;23.4;7.7;0.2;165670.01;39034.58;;;;0;;
2005-12-22;Column 1;1;7.28;23.5;9;0.2;165784.7;39149.27;;;;0;;
2005-12-27;Column 1;1;;;;;165978.05;39342.62;;;;0;;
2005-12-29;Column 1;1;7.44;27.4;2.4;0.2;166041.15;39405.72;;;;0;;
2006-01-02;Column 1;1;7.34;23.3;5.2;0.2;166119.38;39483.95;;;;0;;
2006-01-04;Column 1;1;7.36;23.6;4.8;0.2;166170.93;39535.5;;;;0;;
2006-01-11;Column 1;1;7.36;23.3;5.9;0.2;166295.02;39659.59;;;;0;;
2006-01-19;Column 1;1;7.58;22.8;9;0.2;166434.45;39799.02;;;;0;;
2006-01-23;Column 1;1;7.63;23.7;2.1;0.2;166466.23;39830.8;;;;0;;
2006-01-23;Column 1;1;;;;;26.52;39830.8;;;;0;;change og gas metter
2006-01-25;Column 1;1;;;;;26.55;39861.3;;;;0;;H2S 100 ppm
2006-01-27;Column 1;1;7.74;23.5;2.9;0.2;26.56;39870.3;58.5;30;;88.5;;with gas analyser
2006-01-31;Column 1;1;7.58;23.2;4;0.2;26.56;39874.8;;;;0;;
2006-02-05;Column 1;1;7.72;23.2;3.5;0.3;26.6;39913.8;;;;0;;
2006-02-09;Column 1;1;7.43;22.7;6;0.3;26.64;39949.4;72;41;;113;;
2006-02-13;Column 1;1;7.63;23;2.7;0.6;26.66;39975.6;43;34;;77;;
2006-02-17;Column 1;1;7.58;21.9;6.7;0.3;26.71;40027;;;;0;;
2006-02-21;Column 1;1;7.55;22;5.2;0.2;26.73;40040.4;;;;0;;
2006-02-28;Column 1;1;7.57;20;4.9;0.2;26.75;40061.4;48.05;33.25;;81.3;; 
2006-03-02;Column 1;1;7.57;20;3;0.2;26.78;40098;;;;0;;
2006-03-03;Column 1;1;7.65;20.3;1.6;0.5;26.79;40103;;;;0;;
2006-03-06;Column 1;1;7.3;20.3;2;0.2;26.82;40131.7;39.8;43;;82.8;;
2006-03-07;Column 1;1;7.74;20.1;5;0.2;26.84;40157.6;51;37.5;;88.5;;
2006-03-08;Column 1;1;;;;;26.86;40175.4;;;;0;;
2006-03-09;Column 1;1;7.71;19.78;7.9;0.2;26.88;40196;40;33;;73;;
2006-03-13;Column 1;1;7.72;21;2.3;0.2;26.91;40227.3;29.2;49.6;;78.8;;
2006-03-20;Column 1;1;7.58;20.3;5.6;0.2;26.99;40303.7;;;;0;;
2006-03-23;Column 1;1;7.52;20.4;5.2;0.2;27.03;40339.8;54.4;29.4;;83.8;;
2006-03-27;Column 1;1;7.44;20.1;13.3;0.2;27.1;40417.1;45.3;47.8;;93.1;;
2006-04-01;Column 1;1;7.37;20.2;12.4;0.2;27.22;40535.4;57;36;;93;;
2006-04-03;Column 1;1;7.49;20.8;8.7;0.2;27.24;40553.8;37.7;50.1;;87.8;;
2006-04-04;Column 1;1;7.46;20.7;10;0.2;27.28;40590;32.4;63.4;;95.8;;
2006-04-07;Column 1;1;7.49;20.9;8.9;0.2;27.33;40645.8;53.6;43.2;;96.8;;
2006-04-10;Column 1;1;7.62;20.9;9.2;0.2;27.39;40705.8;69.2;35.4;;104.6;;
2006-04-14;Column 1;1;7.45;21.6;10.4;0.2;27.47;40785.7;62;37;1.68;99;;
2006-04-18;Column 1;1;7.51;21.6;11.7;0.2;27.59;40901.6;71;36.5;;107.5;;
2006-04-21;Column 1;1;;;;;27.66;40975;;;;0;;
2006-04-24;Column 1;1;7.47;21.7;12.5;0.2;27.74;41058.2;60;31.5;;91.5;;
2006-04-28;Column 1;1;7.37;21.9;11.3;0.2;27.84;41155.4;68;40;;108;;
2006-05-01;Column 1;1;7.49;15.6;9.1;0.2;27.88;41198.3;69;31.5;2.19;100.5;;
2006-05-04;Column 1;1;7.62;21.7;16.9;0.2;27.94;41256.9;;;;0;;
2006-05-08;Column 1;1;7.57;21.9;17.3;0.2;28.02;41337.9;63.7;30.5;;94.2;;
2006-05-11;Column 1;1;7.46;22.1;15.9;0.2;28.22;41531.6;66;40;;106;;
2006-05-19;Column 1;1;7.61;22.3;13.8;0.2;28.29;41600.9;;;;0;;
2006-05-22;Column 1;1;7.56;23.2;15;0.13;28.34;41649;67;41;;108;;
2006-05-26;Column 1;1;7.54;22.2;12.7;0.2;28.39;41706.8;67;41;;108;;
2006-05-29;Column 1;1;7.54;22.3;12.7;0.2;28.45;41759;67;30;2.23;97;;
2006-06-02;Column 1;1;7.5;22.6;11.4;0.2;28.5;41817.6;;;;0;;
2006-06-09;Column 1;1;6.96;22.7;19.4;0.2;28.63;41943.1;;;;0;;
2006-06-12;Column 1;1;7.44;21.1;26;0.2;28.7;42017.9;65.4;35.6;1.84;101;;
2006-06-16;Column 1;1;7.64;19.9;15.1;0.2;28.73;42039.4;67.6;32.4;2.09;100;;
2006-06-19;Column 1;1;;;;;28.75;42062;67;33;2.03;100;;
2006-06-21;Column 1;1;7.57;17.3;16.7;0.2;28.82;42130;74;26;2.85;100;;
2006-06-23;Column 1;1;;;;0.2;28.84;42149.9;75.8;24.2;3.13;100;;
2006-06-27;Column 1;1;8.17;17.3;14.1;0.2;28.91;42221.3;75;25;3;100;;
2006-07-03;Column 1;1;7.68;18.66;24.2;0.2;29.04;42353.4;;;;0;;
2006-07-10;Column 1;1;7.56;18;20;;29.16;42470.1;;;;0;;
2006-07-16;Column 1;1;7.51;17.06;23.7;0.2;29.25;42560.4;;;;0;;
2006-07-19;Column 1;1;7.38;13.71;23.3;0.2;29.29;42607.3;;;;0;;
2006-07-23;Column 1;1;7.6;15.5;23.5;0.2;29.42;42733.4;;;;0;;
2006-07-28;Column 1;1;7.53;13.11;25.2;0.2;29.56;42877.1;;;;0;;
2006-07-30;Column 1;1;7.37;12.3;25;0.2;29.6;42913.3;;;;0;;
2006-08-05;Column 1;1;6.36;31.6;18.9;0.2;145474.93;18839.5;;;;0;;
2006-08-06;Column 1;1;7.54;12.65;20.7;0.2;29.67;42980.4;;;;0;;
2006-08-09;Column 1;1;7.72;13.05;16.7;0.2;29.7;43014;;;;0;;
2006-08-13;Column 1;1;7.54;13.64;18.2;0.2;29.76;43076.4;;;;0;;
2006-08-15;Column 1;1;7.44;12.75;16.1;0.2;29.78;43092.9;58.6;20.9;;79.5;79.5;
2006-08-20;Column 1;1;7.58;13.67;18.1;0.2;29.85;43160.1;55.5;21.4;;76.9;76.9;
2006-08-27;Column 1;1;7.47;14.06;18.7;0.2;29.92;43234.8;62.8;22.7;;85.5;85.5;
2006-09-05;Column 1;1;7.52;14.91;18.7;0.2;30.01;43321.3;64;23.2;;87.2;87.2;
2006-09-10;Column 1;1;7.39;15.4;18.5;0.2;30.05;43366;9.5;17.5;;27;27;
2003-08-05;Column 2;1;5.38;32.6;17.5;0.2;265.6;21728.15;65;18;;;;
2004-09-01;Column 2;1;;;;;;5.5;0;99;;;;
2004-09-02;Column 2;1;;;;;;20.5;0.1;99;;;;
2004-09-06;Column 2;1;;;;;;55.5;0.2;99;;;;
2004-09-07;Column 2;1;;;;;2776;70.5;0.3;99;;;;
2004-09-08;Column 2;1;;;;;2881.5;105.5;0.4;99;;;;
2004-09-10;Column 2;1;5.96;23.4;16.4;1.1;3114.88;338.88;0.64;99.36;;;;
2004-09-13;Column 2;1;6.02;23.9;16.7;1.3;3385.92;609.92;1.66;98.34;;;;
2004-09-14;Column 2;1;5.08;22.6;14.6;1.4;3425.01;649.01;5.12;94.88;;;;
2004-09-15;Column 2;1;6.02;22.3;14.3;1.6;3457.65;681.65;6.43;93.57;;;;
2004-09-17;Column 2;1;5.89;22.1;14.9;1.9;3502.65;726.65;4.44;95.56;;;;
2004-09-20;Column 2;1;5.8;22;14.9;1.5;3613.65;837.65;4.05;95.95;;;;
2004-09-23;Column 2;1;5.85;21.4;14.4;1.5;3658.87;882.87;0.44;99.56;;;;
2004-09-27;Column 2;1;5.9;25;14.9;1.1;3704.69;928.69;0.55;99.45;;;;
2004-09-29;Column 2;1;5.98;30.1;15.3;0.7;3771.22;995.22;1.5;98.5;;;;
2004-10-01;Column 2;1;5.91;29.4;15;1;3831.09;1055.09;0.25;99.75;;;;
2004-10-04;Column 2;1;5.97;30.5;14.7;1;3909.05;1133.05;6.41;93.59;;;;
2004-10-06;Column 2;1;6.05;30.2;13.7;0.8;4003.45;1227.45;6.36;93.64;;;;
2004-10-08;Column 2;1;5.95;30.3;13.6;0.8;4086.05;1310.05;8.96;91.04;;;;
2004-10-13;Column 2;1;5.89;30;11.4;0.8;4274.22;1498.22;14.56;85.44;;;;
2004-10-15;Column 2;1;5.99;30.5;12;0.9;4344.99;1568.99;18.37;81.63;;;;
2004-10-18;Column 2;1;5.93;30.6;10.58;1;4412.48;1636.48;21.48;78.52;;;;
2004-10-21;Column 2;1;5.87;30.4;13.6;1.1;4513.38;1737.38;19.82;80.18;;;;
2004-10-25;Column 2;1;5.93;30.7;14.8;1.1;4634.08;1858.08;20.71;79.29;;;;
2004-10-27;Column 2;1;5.93;29.3;11.4;0.7;4652.28;1876.28;19.23;80.77;;;;
2004-10-29;Column 2;1;5.95;29.2;12.3;0.5;4652.28;1876.28;22.5;77.5;;;;
2004-11-01;Column 2;1;6.18;29.5;10.6;0.7;4659.41;1883.41;25;75;;;;
2004-11-03;Column 2;1;5.9;28.7;10.6;0.6;4660.85;1884.85;27.5;72.5;;;;
2004-11-05;Column 2;1;6.01;29.9;10.8;0.9;4690.85;1914.85;30;70;;;;
2004-11-08;Column 2;1;5.87;29.1;10.3;0.7;4701.05;1925.05;31.22;68.78;;;;
2004-11-10;Column 2;1;5.87;29.8;7.4;0.7;4723.03;1947.03;36.4;63.6;;;;
2004-11-12;Column 2;1;5.87;29.5;7.4;0.7;4743.3;1967.3;34.53;65.47;;;;
2004-11-16;Column 2;1;5.87;29.5;9.5;0.7;4797.45;2021.45;49.86;50.14;;;;
2004-11-18;Column 2;1;5.74;22.7;11;0.9;4820.25;2044.25;39.47;60.53;;;;
2004-11-22;Column 2;1;5.7;21.6;9.9;1;4835.62;2059.62;52.05;47.95;;;;
2004-11-26;Column 2;1;5.75;18.18;4.9;0.9;4865.84;2089.84;29.78;70.22;;;;
2004-11-29;Column 2;1;5.69;19.5;8.7;1;4889.72;2113.72;46.06;53.94;;;;
2004-11-30;Column 2;1;5.64;19.55;8.5;0.7;4890.25;2114.25;45.28;54.72;;;;
2004-12-02;Column 2;1;5.77;29.3;7;0.8;4892.5;2116.5;66.67;33.33;;;;
2004-12-03;Column 2;1;5.74;28.9;7.5;0.9;4895;2119;80;20;;;;
2004-12-07;Column 2;1;5.74;28.7;8.2;0.9;4921.53;2145.53;45.23;54.77;;;;
2004-12-10;Column 2;1;5.83;28.7;4.42;0.9;4932.58;2156.58;45.25;54.75;;;;
2004-12-13;Column 2;1;5.74;28.7;3.5;0.9;4949;2173;45.68;54.32;;;;
2004-12-15;Column 2;1;5.81;28.7;5.5;0.9;4962.25;2186.25;49.06;50.94;;;;
2004-12-17;Column 2;1;5.77;21.3;7.8;0.7;4987.72;2211.72;39.26;60.74;;;;
2004-12-20;Column 2;1;5.3;14.51;4.1;0.7;5007.85;2231.85;39.74;60.26;;;;
2004-12-22;Column 2;1;5.73;12.56;4;0.7;5019.39;2243.39;69.32;30.68;;;;
2005-01-03;Column 2;1;5.78;19.12;7.6;0.7;5114.85;2338.85;31.43;68.57;;;;
2005-01-05;Column 2;1;5.77;12.37;7.4;0.5;5127.83;2351.83;61.63;38.37;;;;
2005-01-06;Column 2;1;5.71;14.25;8;0.5;5134.28;2358.28;62.02;37.98;;;;
2005-01-10;Column 2;1;5.68;18.18;10.8;0.5;5173.9;2397.9;50.48;49.52;;;;
2005-01-12;Column 2;1;5.77;16.28;9.5;0.5;5197.1;2421.1;51.72;48.28;;;;
2005-01-14;Column 2;1;5.85;12.15;6.6;0.52;5214.65;2438.65;56.98;43.02;;;;
2005-01-17;Column 2;1;5.82;10.67;6.5;0.4;5233.85;2457.85;52.08;47.92;;;;
2005-01-19;Column 2;1;5.75;18.13;6.5;0.4;5244.66;2468.66;64.75;35.25;;;;
2005-01-21;Column 2;1;5.7;16.64;7.5;0.4;5259.1;2483.1;51.94;48.06;;;;
