Date;Experiment;Phase;pH;Conductivity;Temperature;DO;BiogasM;BiogasCum;CH4;CO2;CH4/CO2 ratio;total;O2;Experimental Comments
2006-12-23;Column 6;2;6.94;29;11;0.2;13.77;13686.88;57.6;32.4;;;1.1;
2007-01-03;Column 6;2;7;28.7;13.9;0.2;15.58;15493.68;48.6;31.7;;;2.2;
2007-01-09;Column 6;2;6.95;28.7;13.9;0.2;16.65;16566.48;51.7;32;;;1.5;
2007-01-19;Column 6;2;6.94;28.6;12.4;0.2;18.06;17980.48;59.6;36.7;;;0.1;
2007-01-24;Column 6;2;6.97;28.9;7.4;0.2;18.69;18612.38;37.7;22;;;6.5;
2007-01-29;Column 6;2;6.87;29.2;10.2;0.2;19.11;19031.48;40.1;20.5;;;6.3;
2007-02-06;Column 6;2;6.95;29.4;7.5;0.2;19.78;19699.28;;;;;;
2007-02-12;Column 6;2;6.94;29.5;8.9;0.2;20.14;20057.78;48.31;25.2;;;4.1;
2007-02-19;Column 6;2;;;;;20.53;20450.78;39.2;23.1;;;5.9;
2007-03-05;Column 6;2;7.12;28.7;11.2;0.2;21.18;21093.68;;;;;;
2007-03-14;Column 6;2;6.95;28.9;11.4;0.2;21.72;21636.18;;;;;;
2006-03-01;Column 7;2;;;;;;;;;;;;
2006-03-02;Column 7;2;;;;;0.27;0.27;;;;;;
2006-03-03;Column 7;2;5.97;21.8;12.7;0.4;1.44;1167.37;0;70.7;;;2.6;
2006-03-06;Column 7;2;;;;;2.22;1943.07;;;;;;
2006-03-07;Column 7;2;6.25;27.6;8.4;0.5;2.71;2438.07;0;70.7;;;2.6;
2006-03-08;Column 7;2;;;;;2.78;2502.57;;;;;;
2006-03-09;Column 7;2;6.25;27.4;8.7;0.5;2.81;2532.97;;;;;;
2006-03-13;Column 7;2;6.28;31.6;2.4;;2.91;2636.97;;;;;;
2006-03-20;Column 7;2;6.07;30.8;5.2;;2.92;2644.37;;;;;;
2006-03-23;Column 7;2;6.02;30.4;4.5;0.5;2.93;2653.97;6.8;59;;;0.9;
2006-03-27;Column 7;2;5.9;29.1;13;0.2;2.94;2668.07;17;67;;;;
2006-04-01;Column 7;2;5.88;30.2;12.2;0.2;3.02;2746.37;18;63;;;;
2006-04-03;Column 7;2;5.9;29.8;8.8;0.2;3.04;2763.57;19;56;;;2.8;
2006-04-04;Column 7;2;5.83;29.8;10.3;0.2;3.04;2770.37;12;60;;;6;
2006-04-07;Column 7;2;5.85;30;8.8;0.2;3.06;2787.67;14;49.68;;;0.1;
2006-04-10;Column 7;2;5.88;30.2;8.4;0.2;3.08;2811.97;14.3;68.9;;;1.4;
2006-04-14;Column 7;2;5.79;30.3;10.2;0.2;3.09;2816.87;9;64;;;;
2006-04-18;Column 7;2;5.83;30.5;11.4;0.2;3.11;2836.47;11.5;58;;;0;
2006-04-21;Column 7;2;;;;;3.12;2849.57;;;;;;
2006-04-24;Column 7;2;5.91;31.2;11.6;0.2;3.14;2865.57;7;75;;;1.5;
2006-04-28;Column 7;2;5.89;31.4;11.6;0.2;3.14;2869.37;7;68;;;3;
2006-05-01;Column 7;2;5.85;31.7;9.4;0.2;3.15;2872.97;8;52;;;7;
2006-05-04;Column 7;2;5.92;31.8;16.6;0.2;3.15;2875.97;;;;;;
2006-05-08;Column 7;2;5.95;32.1;18.4;0.2;3.16;2886.87;13.8;80.5;;;0.2;
2006-05-16;Column 7;2;5.93;32.3;17.3;0.2;3.17;2894.47;12.7;75.6;;;1.2;
2006-05-19;Column 7;2;5.87;32.7;15.8;0.2;3.18;2905.57;;;;;;
2006-05-22;Column 7;2;5.88;33.2;16.1;0.37;3.18;2907.57;11.4;59.8;;;4.4;
2006-05-26;Column 7;2;5.92;33.4;13.6;0.25;3.2;2927.97;;;;;;
2006-05-29;Column 7;2;5.87;33.7;14.3;0.2;3.21;2935.27;16.7;69.2;;;1.2;
2006-06-02;Column 7;2;5.88;34.3;12.6;0.2;3.22;2945.97;;;;;;
2006-06-09;Column 7;2;5.39;34.4;19.2;0.2;3.28;3007.67;;;;;;
2006-06-12;Column 7;2;5.92;34.4;26.1;0.2;3.39;3117.57;12;70;;;0;
2006-06-16;Column 7;2;6.11;35.1;17.8;0.2;3.49;3213.27;10.9;71.9;;;;
2006-06-19;Column 7;2;6;34.1;20.8;0.2;3.59;3321.27;10.9;81.2;;;;
2006-06-21;Column 7;2;6.02;34.6;17.1;0.2;3.64;3370.47;12.8;85.7;;;;
2006-06-23;Column 7;2;6.03;34.9;18.1;0.2;3.7;3427.57;10.1;84.8;;;;
2006-06-27;Column 7;2;6.09;35.5;14.1;0.2;3.77;3498.97;13.8;82.5;;;;
2006-07-03;Column 7;2;6.02;36.4;24.3;0.2;3.98;3710.07;;;;;;
2006-07-10;Column 7;2;6.04;37.2;20.7;0.2;4.15;3881.97;;;;;;
2006-07-16;Column 7;2;6.06;37.8;25.2;0.2;4.27;3999.17;;;;;;
2006-07-19;Column 7;2;6.06;37.3;24.5;0.2;4.35;4079.97;;;;;;
2006-07-23;Column 7;2;6.14;37.7;24.5;0.2;4.49;4213.37;;;;;;
2006-07-28;Column 7;2;6.17;38.4;25.5;0.2;4.65;4380.57;;;;;;
2006-07-30;Column 7;2;6.23;38.9;25.4;0.2;4.7;4425.27;;;;;;
2006-08-06;Column 7;2;6.24;39.2;22;0.2;4.82;4552.37;;;;;;
2006-08-09;Column 7;2;6.23;39.5;19.1;0.2;4.89;4620.67;;;;;;
2006-08-13;Column 7;2;6.18;39.5;18.5;0.2;5.02;4743.27;;;;;;
2006-08-15;Column 7;2;6.2;39.8;17.4;0.2;5.06;4783.87;41.3;53.5;;;0.1;
2006-08-20;Column 7;2;6.21;39.5;18.4;0.2;5.24;4971.57;46.2;54.2;;;0;
2006-08-28;Column 7;2;6.2;39.9;20;0.2;5.65;5378.97;51;49;;;0;
2006-09-05;Column 7;2;6.11;39.6;19.4;0.2;6.04;5766.87;54.2;46.7;;;0;
2006-09-10;Column 7;2;6.18;39.8;18.6;0.2;6.47;6198.97;80;20;;;0;
2006-09-14;Column 7;2;6.2;38.7;21.1;0.2;6.77;6495.87;60.4;41.4;;;0;
2006-09-17;Column 7;2;;;;;7.15;6874.07;;;;;;
2006-09-24;Column 7;2;6.31;38.4;22.1;0.2;7.96;7685.67;62.5;38.5;;;0;
2006-10-04;Column 7;2;6.32;39.4;14.6;0.2;8.81;8535.07;65.5;36.3;;;0;
2006-10-06;Column 7;2;6.48;38.5;12.1;0.2;8.91;8638.47;68.5;33.7;;;0;
2006-10-16;Column 7;2;6.42;40.9;10.8;0.2;9.68;9408.37;67;34.6;;;0;
2006-10-23;Column 7;2;6.35;40.2;15.6;0.2;10.17;9895.97;60.8;38.5;;;0;
2006-10-28;Column 7;2;6.29;40.2;15;0.2;11.2;10926.67;62.3;39.7;;;0;
2006-11-06;Column 7;2;6.49;40.2;13.3;0.2;13.11;12838.27;61.4;36.8;;;0;
2006-11-13;Column 7;2;6.62;40.2;11.2;0.2;14.44;14172.17;63.3;36.8;;;0;
2006-11-20;Column 7;2;6.7;40;11;0.2;16.28;16011.07;63.3;36.8;;;0;
2006-11-27;Column 7;2;6.63;40;10;0.2;17.49;17221.97;57.2;37.1;;;1.1;
2006-12-04;Column 7;2;6.76;37.8;11;0.2;19.85;19579.37;29.9;20.6;;;9.2;
2006-12-09;Column 7;2;6.88;36.8;11.1;0.2;21.46;21187.67;61.2;38.5;;;0;
2006-12-18;Column 7;2;6.79;36.5;11.6;0.2;23.37;23094.47;61.7;39.2;;;0;
2006-12-23;Column 7;2;6.82;35.7;9.9;0.2;25.79;25517.07;64;37.5;;;0;
2007-01-03;Column 7;2;6.87;35.1;10.3;0.2;28.69;28414.87;65;36.8;;;0;
2007-01-09;Column 7;2;6.7;34.3;13.6;0.2;30.4;30124.87;62.8;36.3;;;0.1;
2007-01-19;Column 7;2;6.92;34.2;11.8;0.2;32.83;32555.27;;;;;;
2007-01-24;Column 7;2;6.85;33.8;7.3;0.2;34.01;33734.27;65.4;33.8;;;0.2;
2007-01-29;Column 7;2;6.88;33.8;10;0.2;34.79;34512.77;65.7;31.8;;;0.4;
2007-02-06;Column 7;2;6.93;34.1;8;0.2;35.99;35713.07;;;;;;
2007-02-12;Column 7;2;6.83;34;8.9;0.2;36.69;36413.17;62.1;36.2;;;0;
2007-02-19;Column 7;2;;;;;37.5;37229.47;56.8;36.8;;;0.7;
2007-03-05;Column 7;2;7.03;32.8;11.6;0.2;38.95;38681.07;;;;;;
2007-03-14;Column 7;2;6.88;32.9;11.6;0.2;39.97;39699.67;;;;;;
2006-03-01;Column 8;2;;;;;;;;;;;;
2006-03-02;Column 8;2;;;;;;;;;;;;
2006-03-03;Column 8;2;;;;;;;;;;;;
2006-03-06;Column 8;2;;;;;;;;;;;;
2006-03-07;Column 8;2;6.64;28;20.5;0.2;0.27;0.27;0;42.6;;;5.9;
2006-03-08;Column 8;2;;;;;1.45;1183.07;;;;;;
2006-03-09;Column 8;2;6.25;30.5;14.8;0.2;1.8;1531.77;;;;;;
2006-03-13;Column 8;2;6.54;33.9;1.1;;2.57;2303.97;;;;;;
2006-03-20;Column 8;2;6.51;33.2;6;;3.01;2743.97;;;;;;
2006-03-23;Column 8;2;6.09;31.6;8.7;0.2;3.14;2869.57;13;82;;;0.25;
2006-03-27;Column 8;2;6.03;31.5;14.1;0.2;3.31;3038.57;12;87;;;;
2006-04-01;Column 8;2;5.92;30.6;13.7;0.2;3.52;3254.37;10;85;;;;
2006-04-03;Column 8;2;5.98;29.2;11.9;0.2;3.58;3311.67;13.2;86;;;;
2006-04-04;Column 8;2;5.85;29.1;13.3;0.2;3.63;3363.67;11;84;;;;
2006-04-07;Column 8;2;5.85;28.9;12.4;0.2;3.71;3442.67;14.5;77.1;;;0.2;
2006-04-10;Column 8;2;5.87;29.3;11.3;0.2;3.79;3522.97;19;77.8;;;1.8;
2006-04-14;Column 8;2;5.77;29.3;12.4;0.2;3.9;3629.67;16;83;;;;
2006-04-18;Column 8;2;5.81;29.5;14.5;0.2;4.01;3742.57;20;80;;;0.2;
2006-04-21;Column 8;2;;;;;4.09;3821.07;;;;;;
2006-04-24;Column 8;2;5.88;30.2;14.5;0.2;4.17;3897.57;21;83;;;;
2006-04-28;Column 8;2;5.79;30.4;13.2;0.2;4.26;3991.37;18;70;;;1;
2006-05-01;Column 8;2;5.83;31;12.2;0.2;4.31;4044.47;20;75;;;0.3;
2006-05-04;Column 8;2;5.87;31.3;19.6;0.2;4.38;4110.67;;;;;;
2006-05-08;Column 8;2;5.91;31.7;20.1;0.2;4.48;4212.67;21.3;79.3;;;0;
2006-05-16;Column 8;2;5.91;32.1;17.9;0.2;4.63;4357.37;17.8;73.3;;;0.5;
2006-05-19;Column 8;2;5.9;32.5;17.5;0.2;4.66;4391.37;;;;;;
2006-05-22;Column 8;2;5.9;32.5;16;0.43;4.69;4424.07;16;71.5;;;0.1;
2006-05-26;Column 8;2;5.91;32.9;15.8;0.2;4.73;4458.07;;;;;;
2006-05-29;Column 8;2;5.91;33.1;16.6;0.2;4.76;4486.47;18.2;73;;;0;
2006-06-02;Column 8;2;5.94;33.3;14.1;0.2;4.8;4529.77;;;;;;
2006-06-09;Column 8;2;5.18;33.1;21.3;0.2;4.93;4659.97;;;;;;
2006-06-12;Column 8;2;5.99;33.6;28.8;0.2;5.04;4769.47;12;69;;;0;
2006-06-16;Column 8;2;6.08;33.6;17.5;0.2;5.11;4840.37;10;57.4;;;0.8;
2006-06-19;Column 8;2;6.13;33.5;20.9;0.2;5.21;4944.47;10.4;68.8;;;1.9;
2006-06-21;Column 8;2;6.24;34.2;17.4;0.2;5.25;4982.27;14;82.2;;;0;
2006-06-23;Column 8;2;6.26;34.4;17.9;0.2;5.32;5048.27;10;81.3;;;0;
2006-06-27;Column 8;2;6.2;35.1;14.3;0.2;5.37;5101.87;14.7;81.5;;;0;
2006-07-03;Column 8;2;6.19;36.1;25;0.2;5.6;5326.57;;;;;;
2006-07-10;Column 8;2;6.21;37.4;18.7;0.2;5.73;5461.27;;;;;;
2006-07-16;Column 8;2;6.16;38.6;27;0.2;5.89;5624.67;;;;;;
2006-07-19;Column 8;2;6.25;38.8;25.6;0.2;6.01;5737.07;;;;;;
2006-07-23;Column 8;2;6.31;38.7;25.4;0.2;6.26;5992.47;;;;;;
2006-07-28;Column 8;2;6.37;39.4;26.3;0.2;6.76;6493.97;;;;;;
2006-07-30;Column 8;2;6.42;38.5;25.8;0.2;7.01;6745.87;;;;;;
2006-08-06;Column 8;2;6.41;39.4;22.6;0.2;7.9;7635.37;;;;;;
2006-08-09;Column 8;2;6.44;39.8;19.2;0.2;8.27;8003.57;;;;;;
2006-08-13;Column 8;2;6.44;40.2;19.4;0.2;8.79;8519.97;;;;;;
2006-08-15;Column 8;2;6.44;40;17.9;0.2;8.96;8693.07;60.4;37.5;;;0.1;
2006-08-20;Column 8;2;6.42;40.3;19.1;0.2;9.5;9226.57;61.3;40;;;0;
2006-08-28;Column 8;2;6.62;40.5;20.8;0.2;10.8;10534.87;60;40;;;0;
2006-09-05;Column 8;2;6.51;40.4;21.4;0.2;12.8;12532.97;58.7;41.7;;;0;
2006-09-10;Column 8;2;6.44;39.4;20.6;0.2;13.89;13625.67;57.7;42;;;0;
2006-09-14;Column 8;2;6.73;39.5;21;0.2;14.82;14548.87;58.8;40.5;;;0;
2006-09-17;Column 8;2;;;;;15.6;15333.07;;;;;;
2006-09-24;Column 8;2;6.6;40.4;23.6;0.2;17.09;16820.87;64.9;34.9;;;0;
2006-10-04;Column 8;2;6.69;40.3;17.2;0.2;18.62;18348.07;66.2;35.4;;;0;
2006-10-06;Column 8;2;7.03;40.5;12.4;0.2;19.27;18998.17;69.9;32.6;;;0;
2006-10-16;Column 8;2;7.24;37.2;7.7;0.2;20.36;20095.87;71.4;30.9;;;0;
2006-10-23;Column 8;2;7.08;40.9;16.4;0.2;21.41;21145.47;67.5;33.1;;;0;
2006-10-28;Column 8;2;6.86;40.8;14.6;0.2;22.85;22580.57;67.1;35.6;;;0;
2006-11-06;Column 8;2;7.69;40.5;11.5;0.2;24.3;24027.47;67;34.3;;;0;
2006-11-13;Column 8;2;7.59;40.5;8.4;0.2;25.17;24903.77;67.1;34.6;;;0;
2006-11-20;Column 8;2;7.4;40;11;0.2;26.36;26093.07;66.9;35.1;;;0;
2006-11-27;Column 8;2;7.33;39.5;10;0.2;27.11;26841.57;67.7;33.9;;;0;
2006-12-04;Column 8;2;7.46;40.6;9.2;0.2;28.45;28180.87;65.1;36.2;;;0;
2006-12-09;Column 8;2;7.33;39.3;7.6;0.2;29.16;28896.37;66.2;35.7;;;0;
2006-12-18;Column 8;2;7.4;39;8.6;0.2;30.04;29768.87;67.7;34.6;;;0;
2006-12-23;Column 8;2;7.48;39.3;6.3;0.2;31.11;30838.87;66.9;35.6;;;0;
2007-01-03;Column 8;2;7.55;38.9;7.2;0.2;32.46;32195.67;66.2;36.2;;;0;
2007-01-09;Column 8;2;7.7;36.2;11.5;0.2;33.11;32836.87;66.4;36.6;;;0;
2007-01-19;Column 8;2;8.03;33.2;9.3;0.2;33.9;33626.87;;;;;0;
2007-01-24;Column 8;2;8.05;35.2;7.3;0.2;34.27;33997.07;68.8;34.7;;;0;
2007-01-29;Column 8;2;8.08;35.1;8.6;0.2;34.58;34315.67;69.4;34.7;;;0;
2007-02-06;Column 8;2;7.74;37;3.5;0.2;35.27;34997.37;;;;;;
2007-02-12;Column 8;2;7.54;36.9;7.5;0.2;35.79;35520.57;67.4;34.9;;;0;
2007-02-19;Column 8;2;;;;;36.36;36095.07;67.8;35.8;;;0;
2007-03-05;Column 8;2;8.22;30.4;8.9;0.2;37.43;37161.67;67.8;35.8;;;0;
2007-03-14;Column 8;2;8.11;31.1;7.3;0.2;37.84;37570.37;67.8;35.8;;;0;
